obj_i,obj_j,miss_km,Pc,dv_ms,type,tca,cam_sat_idx
49,1748,6.906359,2.532723e-69,0.0000,sat-debris,2076545.081554,49
34,5165,6.473927,2.188388e-69,0.0000,sat-debris,1974450.874739,34
78,3860,3.861042,2.182024e-69,0.0000,sat-debris,1882049.867902,78
99,4665,4.338842,2.091031e-69,0.0000,sat-debris,2148615.109947,99
67,4909,3.578143,1.915038e-69,0.0000,sat-debris,1738108.736854,67
28,4854,7.872969,1.753897e-69,0.0000,sat-debris,1920380.627536,28
27,3999,4.279902,1.742716e-69,0.0000,sat-debris,1858532.879983,27
96,4810,3.728757,1.711775e-69,0.0000,sat-debris,1852932.910554,96
11,5015,7.489863,1.686059e-69,0.0000,sat-debris,1861865.951637,11
23,5143,3.597836,1.665629e-69,0.0000,sat-debris,1906551.559388,23
7,4925,5.759889,1.661991e-69,0.0000,sat-debris,1843275.670300,7
6,3461,7.230161,1.607676e-69,0.0000,sat-debris,1955699.589422,6
69,5161,3.767885,1.567103e-69,0.0000,sat-debris,1892800.634015,69
97,4972,7.177746,1.408839e-69,0.0000,sat-debris,1932657.531156,97
2,3578,4.082889,1.393803e-69,0.0000,sat-debris,1943049.598747,2
35,4812,3.621707,1.346462e-69,0.0000,sat-debris,1872664.959359,35
48,3705,9.013153,1.217179e-69,0.0000,sat-debris,1982680.252614,48
23,3725,5.671310,1.216278e-69,0.0000,sat-debris,1977689.395883,23
14,3755,5.724596,1.148052e-69,0.0000,sat-debris,2014852.082316,14
10,5170,7.430173,1.102699e-69,0.0000,sat-debris,1891179.589890,10
66,4395,6.101880,1.079586e-69,0.0000,sat-debris,2104675.711528,66
12,4918,5.804543,9.540468e-70,0.0000,sat-debris,1840024.426291,12
72,4211,3.603902,9.219401e-70,0.0000,sat-debris,2056849.317182,72
22,5153,9.094983,8.670869e-70,0.0000,sat-debris,1861150.472780,22
97,4988,4.621416,8.575580e-70,0.0000,sat-debris,1778245.602704,97
29,4592,3.583351,8.467198e-70,0.0000,sat-debris,1971947.151724,29
82,4899,6.494492,7.723381e-70,0.0000,sat-debris,1786295.612370,82
54,4388,3.930490,7.451453e-70,0.0000,sat-debris,2054691.113586,54
91,4145,3.974814,6.398643e-70,0.0000,sat-debris,1966159.914684,91
16,4675,3.612953,6.014073e-70,0.0000,sat-debris,1912314.645473,16
80,4873,5.557054,5.629115e-70,0.0000,sat-debris,2028438.033171,80
67,4155,5.968513,5.386239e-70,0.0000,sat-debris,1846524.630474,67
90,2345,4.514553,5.355986e-70,0.0000,sat-debris,2158480.718960,90
79,4164,6.769814,5.336843e-70,0.0000,sat-debris,2074189.681286,79
1,4959,3.745059,4.836064e-70,0.0000,sat-debris,1988052.783789,1
60,3830,4.053217,4.424894e-70,0.0000,sat-debris,1789145.748297,60
25,4020,4.077911,3.971637e-70,0.0000,sat-debris,2025757.597957,25
85,4918,6.468419,3.594953e-70,0.0000,sat-debris,1887630.433588,85
2,4834,5.774459,3.066928e-70,0.0000,sat-debris,2130324.121071,2
75,4290,5.522624,3.030781e-70,0.0000,sat-debris,2130219.461487,75
72,5131,4.538425,2.536401e-70,0.0000,sat-debris,2056970.335956,72
9,4000,3.685770,2.521359e-70,0.0000,sat-debris,2109768.846233,9
83,4911,4.602401,2.488150e-70,0.0000,sat-debris,2094943.915182,83
39,4918,3.883541,2.220439e-70,0.0000,sat-debris,1869450.045937,39
1,4012,5.678547,2.147885e-70,0.0000,sat-debris,2102955.017149,1
36,4777,4.277995,2.127546e-70,0.0000,sat-debris,1820279.267313,36
47,4391,4.010152,1.868877e-70,0.0000,sat-debris,2058813.892215,47
7,4143,4.088185,1.765113e-70,0.0000,sat-debris,1945720.378156,7
18,4087,7.143653,1.488175e-70,0.0000,sat-debris,1868825.160279,18
14,3831,6.841388,1.485791e-70,0.0000,sat-debris,1728563.406547,14
30,9142,3.665668,1.465878e-70,0.0000,sat-debris,2074410.179985,30
63,3922,8.297454,1.381124e-70,0.0000,sat-debris,2074704.661070,63
20,4034,5.852726,1.221152e-70,0.0000,sat-debris,2097231.325628,20
97,4894,7.751216,1.142229e-70,0.0000,sat-debris,1960540.371004,97
19,4211,4.195552,1.106618e-70,0.0000,sat-debris,1943303.693080,19
20,4607,3.991078,1.044053e-70,0.0000,sat-debris,2143209.332283,20
82,4592,3.733046,1.034255e-70,0.0000,sat-debris,1999570.004860,82
2,3582,3.968853,9.179871e-71,0.0000,sat-debris,2069040.091046,2
3,4944,9.667366,9.166337e-71,0.0000,sat-debris,1792195.933772,3
83,3948,6.278084,8.698083e-71,0.0000,sat-debris,1991828.976481,83
83,4859,3.678332,8.384940e-71,0.0000,sat-debris,1751831.802412,83
15,4950,7.612020,8.227648e-71,0.0000,sat-debris,1744984.883822,15
8,4729,7.387190,8.225867e-71,0.0000,sat-debris,1994920.408951,8
82,4149,7.308710,8.159827e-71,0.0000,sat-debris,1863004.719588,82
10,4593,5.281181,7.837593e-71,0.0000,sat-debris,1731104.535434,10
47,3840,4.839311,7.825114e-71,0.0000,sat-debris,1812374.920641,47
99,4795,3.615649,7.661176e-71,0.0000,sat-debris,2068839.315411,99
38,4970,7.579869,7.614469e-71,0.0000,sat-debris,2129119.937018,38
85,2195,8.128166,6.879799e-71,0.0000,sat-debris,1842630.253699,85
26,3813,4.073608,6.688278e-71,0.0000,sat-debris,1996438.752479,26
2,4890,8.227280,6.181309e-71,0.0000,sat-debris,1872139.762989,2
23,4027,6.562562,6.028255e-71,0.0000,sat-debris,2021116.336973,23
67,4354,3.618744,5.304490e-71,0.0000,sat-debris,1858119.415594,67
81,3425,3.620547,5.125314e-71,0.0000,sat-debris,2073269.359448,81
95,4058,4.043646,5.114605e-71,0.0000,sat-debris,2135349.653584,95
43,4375,4.411071,5.086294e-71,0.0000,sat-debris,1855113.276706,43
16,4807,9.497418,5.082952e-71,0.0000,sat-debris,1898795.221042,16
84,5000,4.399399,5.021972e-71,0.0000,sat-debris,2031847.757658,84
76,10655,3.626410,4.652419e-71,0.0000,sat-debris,1906640.349442,76
19,4994,3.918960,4.651261e-71,0.0000,sat-debris,2000562.384099,19
86,4644,4.074805,4.636643e-71,0.0000,sat-debris,1784115.920870,86
1,4147,4.533618,4.414015e-71,0.0000,sat-debris,2069300.212912,1
29,4980,3.751390,4.268146e-71,0.0000,sat-debris,2108875.977816,29
78,3892,7.749388,4.265481e-71,0.0000,sat-debris,1810960.360937,78
88,3627,3.620333,4.160409e-71,0.0000,sat-debris,1943601.875551,88
33,3912,7.970412,3.971039e-71,0.0000,sat-debris,1769172.409953,33
41,4160,4.419609,3.430130e-71,0.0000,sat-debris,1856173.074043,41
21,4597,4.716192,3.411158e-71,0.0000,sat-debris,1770360.979727,21
12,4669,3.920124,3.398139e-71,0.0000,sat-debris,1782890.564647,12
81,4304,3.824322,2.947191e-71,0.0000,sat-debris,2097499.627264,81
19,4591,3.979530,2.907780e-71,0.0000,sat-debris,1771765.838731,19
15,4220,3.986632,2.709019e-71,0.0000,sat-debris,2100272.355814,15
67,15373,4.028173,2.622355e-71,0.0000,sat-debris,1995105.419719,67
62,4288,7.516624,2.309688e-71,0.0000,sat-debris,2066549.781710,62
25,4028,4.076440,2.206295e-71,0.0000,sat-debris,1813803.724850,25
30,4965,8.435818,2.147706e-71,0.0000,sat-debris,1884590.004629,30
18,4519,4.435504,1.918881e-71,0.0000,sat-debris,2144820.539100,18
40,4491,4.799731,1.637865e-71,0.0000,sat-debris,1765026.818722,40
64,3581,4.667938,1.576278e-71,0.0000,sat-debris,2146180.743823,64
62,3974,5.084469,1.575896e-71,0.0000,sat-debris,1918355.150199,62
38,3647,4.272984,1.211279e-71,0.0000,sat-debris,2139909.508856,38
1,4594,4.195281,1.147113e-71,0.0000,sat-debris,2011414.834780,1
50,3557,5.179388,1.088549e-71,0.0000,sat-debris,2028790.620136,50
53,3505,4.144048,1.048204e-71,0.0000,sat-debris,1940674.617861,53
50,4056,5.999653,9.991738e-72,0.0000,sat-debris,2022515.456881,50
78,3824,4.149801,8.338220e-72,0.0000,sat-debris,1956115.103588,78
90,4798,4.262229,7.880171e-72,0.0000,sat-debris,1959455.260427,90
81,4777,4.406296,7.409280e-72,0.0000,sat-debris,2016242.127497,81
83,3428,4.157404,7.301289e-72,0.0000,sat-debris,1888863.934532,83
96,3461,9.571917,7.164011e-72,0.0000,sat-debris,1746480.277780,96
24,9898,5.063191,6.339952e-72,0.0000,sat-debris,1898180.103386,24
12,4965,6.364315,6.279809e-72,0.0000,sat-debris,1826826.124868,12
13,3728,7.792425,5.890875e-72,0.0000,sat-debris,1809099.613757,13
52,3760,8.447081,5.889264e-72,0.0000,sat-debris,2043249.611138,52
53,4991,5.364729,5.259088e-72,0.0000,sat-debris,2068510.654962,53
29,4005,7.350464,5.052772e-72,0.0000,sat-debris,2132277.066893,29
31,4881,4.846536,4.913012e-72,0.0000,sat-debris,1771934.732136,31
71,4673,4.300935,4.200437e-72,0.0000,sat-debris,1798598.832314,71
48,3906,5.669000,4.063624e-72,0.0000,sat-debris,2121159.431423,48
19,3812,5.150278,2.968076e-72,0.0000,sat-debris,2057916.659824,19
61,4028,6.096874,2.837603e-72,0.0000,sat-debris,2081039.415534,61
38,3550,4.134222,2.784326e-72,0.0000,sat-debris,2156604.430798,38
92,4961,5.132330,2.580940e-72,0.0000,sat-debris,1792403.842654,92
91,4635,5.124061,2.360651e-72,0.0000,sat-debris,2118904.695045,91
95,5004,4.006956,2.351312e-72,0.0000,sat-debris,1756423.406012,95
99,3953,8.299095,2.179072e-72,0.0000,sat-debris,1827635.118007,99
13,4920,3.933657,2.066585e-72,0.0000,sat-debris,1759274.900986,13
85,5022,3.808039,1.879021e-72,0.0000,sat-debris,1871168.938942,85
83,4595,4.111082,1.655866e-72,0.0000,sat-debris,1884459.422677,83
66,4036,6.161144,1.449042e-72,0.0000,sat-debris,2118134.885046,66
82,4012,5.130650,1.331040e-72,0.0000,sat-debris,1959315.493979,82
45,4128,3.747304,1.239100e-72,0.0000,sat-debris,1934089.287176,45
36,2569,4.290862,1.163610e-72,0.0000,sat-debris,2157980.462126,36
59,4597,7.401263,1.068674e-72,0.0000,sat-debris,2148730.461043,59
62,3505,7.362345,1.051229e-72,0.0000,sat-debris,1763454.436822,62
21,4006,5.046009,9.138722e-73,0.0000,sat-debris,1930691.706650,21
6,5165,4.075703,8.552468e-73,0.0000,sat-debris,1802205.990216,6
95,3694,4.047772,7.796199e-73,0.0000,sat-debris,1762023.988505,95
15,5151,3.919721,7.544592e-73,0.0000,sat-debris,2065966.251256,15
7,4219,7.172061,6.711052e-73,0.0000,sat-debris,1795803.182419,7
30,4610,7.534734,6.131138e-73,0.0000,sat-debris,1799318.665233,30
7,3652,4.929113,6.058641e-73,0.0000,sat-debris,2064434.115301,7
96,5009,3.730222,5.681728e-73,0.0000,sat-debris,1973425.764503,96
93,3752,4.922274,5.649000e-73,0.0000,sat-debris,2055398.964204,93
92,3705,6.261796,5.087265e-73,0.0000,sat-debris,2038632.968085,92
43,4392,5.609740,4.860403e-73,0.0000,sat-debris,1958022.119322,43
70,1038,6.030489,4.641571e-73,0.0000,sat-debris,1842060.418238,70
71,4202,4.036750,4.394163e-73,0.0000,sat-debris,2154779.248767,71
75,4655,4.396896,4.379041e-73,0.0000,sat-debris,1899393.230874,75
99,3700,6.666425,4.169900e-73,0.0000,sat-debris,1839909.456922,99
86,4824,3.977846,3.939730e-73,0.0000,sat-debris,1996258.026418,86
16,3830,4.804950,3.600750e-73,0.0000,sat-debris,1899224.260332,16
8,3765,5.893974,3.507496e-73,0.0000,sat-debris,1846691.955014,8
56,3491,3.950969,3.427086e-73,0.0000,sat-debris,1858829.737454,56
96,3912,4.215898,3.409275e-73,0.0000,sat-debris,2020004.399889,96
78,4657,3.705176,3.272747e-73,0.0000,sat-debris,1823279.942726,78
3,4820,8.412371,2.600693e-73,0.0000,sat-debris,1734655.239818,3
83,3726,6.881660,2.364241e-73,0.0000,sat-debris,1769145.309503,83
35,4848,4.352995,2.346618e-73,0.0000,sat-debris,1906954.733549,35
1,4593,4.755771,2.214045e-73,0.0000,sat-debris,1891150.407364,1
70,4720,4.798407,2.205185e-73,0.0000,sat-debris,1839394.162255,70
51,4136,3.690045,2.043845e-73,0.0000,sat-debris,1964805.651444,51
9,1621,3.877457,1.884107e-73,0.0000,sat-debris,1788679.419144,9
69,4671,3.679298,1.782460e-73,0.0000,sat-debris,1862948.878428,69
73,4891,3.912611,1.531074e-73,0.0000,sat-debris,2106707.070063,73
30,5000,3.732006,1.508961e-73,0.0000,sat-debris,1852804.658610,30
74,4726,4.113251,1.438594e-73,0.0000,sat-debris,1945922.290266,74
47,4147,6.733846,1.435938e-73,0.0000,sat-debris,1995863.368736,47
70,2997,5.120736,1.184745e-73,0.0000,sat-debris,2134135.584032,70
76,4668,7.101266,1.173365e-73,0.0000,sat-debris,1767102.508686,76
80,4854,4.210425,1.166096e-73,0.0000,sat-debris,1770780.243445,80
3,3611,4.330541,1.163458e-73,0.0000,sat-debris,2124054.621282,3
91,13124,8.703675,1.108651e-73,0.0000,sat-debris,2018390.408998,91
0,3622,7.899815,1.041203e-73,0.0000,sat-debris,1919604.743538,0
35,3865,6.921701,1.016697e-73,0.0000,sat-debris,1911019.208309,35
10,4230,5.661562,9.697285e-74,0.0000,sat-debris,2120316.485980,10
95,3724,5.752423,9.112721e-74,0.0000,sat-debris,2019675.396068,95
95,3619,3.730028,8.841021e-74,0.0000,sat-debris,2134045.107164,95
25,4973,9.135543,8.697888e-74,0.0000,sat-debris,1859180.157763,25
8,4085,6.708030,8.504149e-74,0.0000,sat-debris,1955049.996043,8
15,3694,6.276113,8.321471e-74,0.0000,sat-debris,2145840.372233,15
61,4138,4.303838,7.799769e-74,0.0000,sat-debris,2142089.441557,61
11,4023,6.481369,7.757326e-74,0.0000,sat-debris,2074014.938225,11
37,4076,5.635870,7.677742e-74,0.0000,sat-debris,1824195.843506,37
80,3767,5.705553,6.794115e-74,0.0000,sat-debris,2103205.768514,80
19,4001,5.059999,6.398019e-74,0.0000,sat-debris,2132480.765723,19
11,4036,3.997783,6.331205e-74,0.0000,sat-debris,1867784.191479,11
99,7108,4.264338,5.495754e-74,0.0000,sat-debris,1823644.418549,99
27,3703,8.902565,5.459185e-74,0.0000,sat-debris,2075620.412812,27
10,3668,8.549756,5.380282e-74,0.0000,sat-debris,1948205.384869,10
0,4987,3.708162,5.198971e-74,0.0000,sat-debris,1897115.815462,0
30,3726,7.240534,4.850468e-74,0.0000,sat-debris,1939040.086152,30
96,3758,4.982398,4.394397e-74,0.0000,sat-debris,1790244.261669,96
14,5163,4.037381,3.697422e-74,0.0000,sat-debris,1951884.106134,14
52,4721,3.830697,3.662902e-74,0.0000,sat-debris,1775689.246937,52
95,3832,5.733914,3.658033e-74,0.0000,sat-debris,2088670.262406,95
94,4669,6.578089,3.643117e-74,0.0000,sat-debris,1985330.822586,94
28,4304,3.893638,3.552209e-74,0.0000,sat-debris,2069876.771747,28
2,4019,4.625860,3.409941e-74,0.0000,sat-debris,1798799.223201,2
75,4771,3.772895,3.401587e-74,0.0000,sat-debris,2002705.594862,75
50,4105,3.705509,2.527415e-74,0.0000,sat-debris,1908720.573647,50
94,4768,9.130675,2.333928e-74,0.0000,sat-debris,1888284.498605,94
82,3872,5.223985,2.241610e-74,0.0000,sat-debris,1993785.239245,82
12,5132,6.593794,2.186713e-74,0.0000,sat-debris,1958874.688392,12
4,3584,3.850455,2.080224e-74,0.0000,sat-debris,1730010.280735,4
62,4107,3.705770,1.968228e-74,0.0000,sat-debris,2033280.044109,62
24,3541,5.222634,1.962915e-74,0.0000,sat-debris,2090795.212116,24
12,5162,9.049979,1.932360e-74,0.0000,sat-debris,1809884.718977,12
9,3862,5.855494,1.755728e-74,0.0000,sat-debris,2121338.958166,9
98,4085,4.474921,1.709127e-74,0.0000,sat-debris,2115094.367711,98
81,4797,4.460541,1.642193e-74,0.0000,sat-debris,1730013.164758,81
51,3697,5.596897,1.635694e-74,0.0000,sat-debris,1759945.113005,51
63,3574,6.814328,1.586578e-74,0.0000,sat-debris,1757325.612290,63
75,3906,8.029954,1.435849e-74,0.0000,sat-debris,2119064.719007,75
26,4882,8.751560,1.401400e-74,0.0000,sat-debris,1895579.888148,26
5,4872,3.712158,1.387184e-74,0.0000,sat-debris,2111595.829384,5
1,3609,8.438208,1.381355e-74,0.0000,sat-debris,1821674.961388,1
90,4234,6.287324,1.335810e-74,0.0000,sat-debris,1922560.523887,90
66,3448,3.727351,1.026605e-74,0.0000,sat-debris,1962038.353715,66
83,3531,3.726015,9.630676e-75,0.0000,sat-debris,1808794.729607,83
9,4827,6.477535,9.101220e-75,0.0000,sat-debris,1937329.364547,9
65,3550,3.763981,8.656525e-75,0.0000,sat-debris,2088670.248859,65
97,4924,8.796752,7.601541e-75,0.0000,sat-debris,2100930.299883,97
37,3767,8.512589,7.568352e-75,0.0000,sat-debris,2052684.972847,37
73,3581,7.736680,7.145851e-75,0.0000,sat-debris,1986135.123050,73
69,4368,6.501449,6.322305e-75,0.0000,sat-debris,2045933.761961,69
11,3992,6.022411,6.149749e-75,0.0000,sat-debris,2005395.914574,11
87,4676,4.692807,6.052370e-75,0.0000,sat-debris,1920905.527627,87
83,4804,3.769964,5.994718e-75,0.0000,sat-debris,2020941.770904,83
56,4131,6.451643,5.603791e-75,0.0000,sat-debris,1961941.767124,56
95,4029,4.339260,5.329636e-75,0.0000,sat-debris,2134674.124837,95
81,5016,5.498874,5.323934e-75,0.0000,sat-debris,1764650.122110,81
57,4291,8.083473,4.594601e-75,0.0000,sat-debris,2001050.221998,57
8,3814,5.799289,4.529924e-75,0.0000,sat-debris,2007203.671305,8
65,3444,4.026479,4.341648e-75,0.0000,sat-debris,1928248.756050,65
94,3733,4.231532,3.977222e-75,0.0000,sat-debris,2117605.245921,94
8,4205,6.217347,3.721563e-75,0.0000,sat-debris,1898365.345532,8
38,3840,3.772969,3.488017e-75,0.0000,sat-debris,2046852.508358,38
8,4882,8.101425,3.384400e-75,0.0000,sat-debris,1903654.457082,8
42,3489,6.182584,3.149004e-75,0.0000,sat-debris,2113309.741294,42
40,5026,4.940361,2.958704e-75,0.0000,sat-debris,1806919.420085,40
97,3923,4.485095,2.935177e-75,0.0000,sat-debris,1950704.871370,97
25,4807,7.503284,2.827056e-75,0.0000,sat-debris,2016415.514337,25
67,3873,7.638445,2.771697e-75,0.0000,sat-debris,1963305.096834,67
53,4888,3.944333,2.765872e-75,0.0000,sat-debris,1775005.263698,53
42,3971,5.131894,2.535795e-75,0.0000,sat-debris,1976081.072902,42
17,3974,4.429513,2.493005e-75,0.0000,sat-debris,2048734.346698,17
92,3523,3.999594,2.016494e-75,0.0000,sat-debris,1769079.994038,92
89,4962,3.750700,1.812107e-75,0.0000,sat-debris,1885869.093043,89
82,4227,3.758777,1.796811e-75,0.0000,sat-debris,2147984.113312,82
81,3549,7.117516,1.553306e-75,0.0000,sat-debris,1786979.423310,81
54,3574,3.834220,1.488955e-75,0.0000,sat-debris,2003267.084185,54
86,4883,4.409277,1.405336e-75,0.0000,sat-debris,2110827.082016,86
1,5173,3.742702,1.394251e-75,0.0000,sat-debris,2016860.654959,1
86,3616,4.346769,1.387837e-75,0.0000,sat-debris,1898861.966617,86
25,3863,3.734875,1.374281e-75,0.0000,sat-debris,1767939.738652,25
34,4085,4.765087,1.370316e-75,0.0000,sat-debris,2050569.529942,34
64,4981,4.129923,1.332435e-75,0.0000,sat-debris,1809249.735178,64
70,4205,4.790056,1.248209e-75,0.0000,sat-debris,1760195.383276,70
29,4957,6.499625,1.040687e-75,0.0000,sat-debris,2120394.317416,29
51,4441,5.548429,1.032339e-75,0.0000,sat-debris,1970733.583759,51
23,4492,7.047645,8.634941e-76,0.0000,sat-debris,2153195.676636,23
16,4025,4.477959,8.344536e-76,0.0000,sat-debris,1802039.582337,16
50,11343,4.630545,7.613458e-76,0.0000,sat-debris,2009004.916212,50
20,4023,8.916559,7.589587e-76,0.0000,sat-debris,1810940.057540,20
43,4496,5.692502,7.557753e-76,0.0000,sat-debris,2084014.149211,43
91,4607,3.870247,7.255603e-76,0.0000,sat-debris,1736194.170620,91
81,4879,3.925294,6.993219e-76,0.0000,sat-debris,2073683.345516,81
72,3900,8.207765,6.978093e-76,0.0000,sat-debris,1914615.281743,72
45,4126,4.554039,6.890346e-76,0.0000,sat-debris,2060081.080945,45
44,4795,3.791737,6.589594e-76,0.0000,sat-debris,2027464.406995,44
56,3565,8.767760,6.458998e-76,0.0000,sat-debris,2019237.202657,56
79,4823,5.752979,6.284778e-76,0.0000,sat-debris,1994789.635652,79
58,4354,3.858483,6.014850e-76,0.0000,sat-debris,2104062.104628,58
69,4807,5.508682,5.957921e-76,0.0000,sat-debris,1955040.605466,69
79,4201,6.166527,5.520774e-76,0.0000,sat-debris,1869579.566676,79
27,4519,7.341617,5.403717e-76,0.0000,sat-debris,1984770.345786,27
21,3873,7.161570,5.172360e-76,0.0000,sat-debris,2148207.485929,21
46,5128,8.588690,4.645668e-76,0.0000,sat-debris,2099009.479719,46
69,3458,5.780775,4.520882e-76,0.0000,sat-debris,1754105.358656,69
43,675,7.684263,4.296813e-76,0.0000,sat-debris,1844010.210978,43
97,4831,7.811227,3.856389e-76,0.0000,sat-debris,1926729.822969,97
13,3994,6.722074,3.617897e-76,0.0000,sat-debris,1815264.082644,13
73,4672,5.328496,3.548696e-76,0.0000,sat-debris,1734460.469255,73
42,4904,3.763666,3.302107e-76,0.0000,sat-debris,1964774.435844,42
78,3950,5.767122,3.141311e-76,0.0000,sat-debris,1783059.819304,78
88,5007,3.755726,3.109473e-76,0.0000,sat-debris,2069894.803776,88
61,4735,3.786316,2.769969e-76,0.0000,sat-debris,2159600.017688,61
55,4040,5.182793,2.705853e-76,0.0000,sat-debris,2002470.410400,55
76,3952,7.521675,2.438696e-76,0.0000,sat-debris,1892964.265010,76
41,3732,5.044905,2.326189e-76,0.0000,sat-debris,1731709.798967,41
1,4091,6.731538,2.109858e-76,0.0000,sat-debris,2142319.849769,1
56,4591,9.447021,1.900130e-76,0.0000,sat-debris,1915645.027713,56
21,3935,5.225095,1.777141e-76,0.0000,sat-debris,2102611.989231,21
19,3825,5.810363,1.389205e-76,0.0000,sat-debris,2109401.148899,19
39,3525,4.246705,1.343609e-76,0.0000,sat-debris,2093265.173862,39
48,4078,6.721107,1.317516e-76,0.0000,sat-debris,1857775.108384,48
75,3728,3.947461,1.187918e-76,0.0000,sat-debris,1745374.422297,75
13,5160,6.093823,1.163801e-76,0.0000,sat-debris,1901032.438951,13
87,3996,3.895441,1.054695e-76,0.0000,sat-debris,2122639.600731,87
34,4498,4.635728,1.040183e-76,0.0000,sat-debris,1728584.044497,34
76,4803,4.413052,9.256136e-77,0.0000,sat-debris,2030925.559918,76
59,4983,4.075199,8.385613e-77,0.0000,sat-debris,1978649.855480,59
92,5134,4.906851,7.974402e-77,0.0000,sat-debris,1827105.763323,92
65,4452,4.969176,7.305733e-77,0.0000,sat-debris,2088470.515406,65
83,3815,3.831193,7.153283e-77,0.0000,sat-debris,1855464.412282,83
31,4038,4.630509,5.829577e-77,0.0000,sat-debris,1967995.217499,31
71,4442,3.807345,5.227996e-77,0.0000,sat-debris,1815650.535062,71
74,4652,5.334084,5.013004e-77,0.0000,sat-debris,1854206.404882,74
39,4206,4.178727,4.407732e-77,0.0000,sat-debris,1816904.028347,39
80,5018,4.596755,3.535183e-77,0.0000,sat-debris,1862580.847596,80
82,13751,3.968194,2.764502e-77,0.0000,sat-debris,1889266.057640,82
41,4851,5.314857,2.723931e-77,0.0000,sat-debris,1869089.855079,41
74,5157,4.888409,2.632770e-77,0.0000,sat-debris,1809284.691148,74
46,4654,3.887157,2.614886e-77,0.0000,sat-debris,1876715.010925,46
28,4516,4.283003,2.565224e-77,0.0000,sat-debris,1949835.542198,28
30,4150,5.997725,2.534300e-77,0.0000,sat-debris,2034504.223638,30
67,3725,4.447343,2.432169e-77,0.0000,sat-debris,1956389.697460,67
26,4388,3.838176,2.399940e-77,0.0000,sat-debris,1819469.050759,26
72,4832,4.419212,2.379197e-77,0.0000,sat-debris,2021655.781442,72
84,10656,7.006610,2.250194e-77,0.0000,sat-debris,1820624.892559,84
72,3549,4.210515,2.246915e-77,0.0000,sat-debris,2032916.516219,72
65,3840,9.462560,2.051447e-77,0.0000,sat-debris,1792850.242152,65
26,4022,5.898724,1.820994e-77,0.0000,sat-debris,1939281.537273,26
97,5007,6.088199,1.788885e-77,0.0000,sat-debris,1886949.818329,97
13,4153,4.232800,1.752765e-77,0.0000,sat-debris,2107820.609289,13
71,3868,4.811584,1.736937e-77,0.0000,sat-debris,2103679.872181,71
38,4395,6.048380,1.551475e-77,0.0000,sat-debris,1835102.648561,38
81,4004,5.147253,1.533066e-77,0.0000,sat-debris,2005599.959317,81
76,3450,4.329628,1.448902e-77,0.0000,sat-debris,1978919.716153,76
98,4874,8.522199,1.363145e-77,0.0000,sat-debris,1880489.845312,98
49,4366,5.073710,1.292575e-77,0.0000,sat-debris,1760045.810533,49
67,4803,4.066598,1.176364e-77,0.0000,sat-debris,2133720.855078,67
5,4920,8.888306,1.118395e-77,0.0000,sat-debris,2047844.661455,5
35,4734,3.805893,8.793150e-78,0.0000,sat-debris,2129859.789146,35
93,3443,8.771406,7.101165e-78,0.0000,sat-debris,2037325.322971,93
50,5143,8.433881,6.713216e-78,0.0000,sat-debris,1789955.115402,50
71,4903,6.501583,6.050072e-78,0.0000,sat-debris,2073439.659502,71
27,3904,5.404212,5.807164e-78,0.0000,sat-debris,1927474.694783,27
91,4227,5.428497,5.766777e-78,0.0000,sat-debris,2090990.379041,91
51,4144,7.132199,5.534819e-78,0.0000,sat-debris,1775766.413414,51
4,3754,7.451192,5.461173e-78,0.0000,sat-debris,1763079.467389,4
69,4922,4.376424,5.387718e-78,0.0000,sat-debris,2137715.332594,69
78,3658,4.527023,5.325027e-78,0.0000,sat-debris,1961209.665833,78
77,4805,4.867258,4.973238e-78,0.0000,sat-debris,1950176.161390,77
51,3489,8.740109,4.790029e-78,0.0000,sat-debris,1850241.180048,51
88,4774,5.476639,4.697359e-78,0.0000,sat-debris,1863335.731931,88
38,4648,6.687074,4.367211e-78,0.0000,sat-debris,2070650.342620,38
52,3939,4.021031,3.977571e-78,0.0000,sat-debris,2084749.946754,52
44,4156,7.353827,3.923743e-78,0.0000,sat-debris,1802861.646399,44
66,3964,7.912907,3.746667e-78,0.0000,sat-debris,1750039.372133,66
86,4946,4.100469,3.422101e-78,0.0000,sat-debris,2070979.935204,86
13,3757,7.036174,3.256861e-78,0.0000,sat-debris,2009698.529270,13
27,3563,3.977082,2.750727e-78,0.0000,sat-debris,1864780.352807,27
81,4230,4.697264,2.687175e-78,0.0000,sat-debris,1759129.128191,81
4,5141,4.113299,2.408112e-78,0.0000,sat-debris,2009519.917912,4
74,4607,5.493385,2.335082e-78,0.0000,sat-debris,1798369.669000,74
67,3457,5.541089,2.258761e-78,0.0000,sat-debris,1955691.654972,67
41,4490,5.700485,1.826759e-78,0.0000,sat-debris,2159609.456375,41
75,4031,4.045366,1.510998e-78,0.0000,sat-debris,1763179.578924,75
25,4514,6.527645,1.505247e-78,0.0000,sat-debris,1745385.771802,25
52,4143,6.613302,1.435525e-78,0.0000,sat-debris,1832514.158345,52
28,4390,3.818548,1.103603e-78,0.0000,sat-debris,1881424.788497,28
29,4654,6.137703,1.069660e-78,0.0000,sat-debris,2116369.943948,29
55,4387,7.060568,1.001523e-78,0.0000,sat-debris,2008527.583021,55
99,4003,4.752247,9.192877e-79,0.0000,sat-debris,1897654.684519,99
52,3973,5.133312,8.053922e-79,0.0000,sat-debris,2147639.310188,52
