time_s,cam_sat,cam_tca,neighbor_sat,perturbed_dist_km,baseline_dist_km,degradation_km
875520,857,875705.43,1412,23.199771,23.548297,0.348526
1119300,1794,1128079.26,2349,23.199870,23.548000,0.348130
2187270,735,2190099.41,1290,23.200024,23.553972,0.353948
2483400,2706,2488820.31,262,23.202988,23.550086,0.347098
530190,829,533464.82,1384,23.203686,23.549126,0.345440
1114620,867,1117289.37,1422,23.203777,23.550246,0.346469
1472610,2606,1479975.25,162,23.205065,23.547412,0.342347
631860,479,638569.32,1034,23.213929,23.548070,0.334141
948810,1185,954824.82,1740,23.216838,23.548072,0.331234
56820,1655,66135.17,2210,23.217055,23.550804,0.333749
1802910,2579,1812335.21,135,23.218468,23.550140,0.331672
145260,2517,152024.45,73,23.220588,23.553295,0.332707
754020,2745,757519.65,301,23.223476,23.546942,0.323466
1485960,1913,1487195.15,2468,23.223913,23.549809,0.325896
1731000,362,1733889.03,957,23.227973,23.551029,0.323056
1624830,2023,1628820.31,2578,23.228486,23.547272,0.318786
1185630,891,1193255.70,1446,23.229893,23.548845,0.318952
1494030,777,1499455.34,1332,23.232924,23.549607,0.316683
1788570,40,1791119.78,635,23.233326,23.553282,0.319956
1989030,2679,1995578.40,235,23.233491,23.546325,0.312834
883470,2281,889868.74,2876,23.246522,23.548723,0.302201
721830,2250,726886.55,2805,23.247181,23.546638,0.299457
970080,2516,979384.94,72,23.249424,23.550979,0.301555
89100,270,92985.78,825,23.252004,23.550290,0.298286
1657860,2912,1662174.46,468,23.254898,23.549723,0.294825
1261770,1519,1267369.45,2074,23.256499,23.550348,0.293849
484950,745,487939.84,1300,23.257027,23.546260,0.289233
588150,1344,594135.15,1899,23.257448,23.547919,0.290471
1508670,35,1514334.42,590,23.263530,23.548721,0.285191
782940,2783,783444.90,339,23.263750,23.549057,0.285307
743490,1379,751766.14,1934,23.265425,23.556919,0.291494
622320,2345,625964.32,2900,23.267143,23.550642,0.283499
2186730,99,2193711.58,654,23.267442,23.547433,0.279991
1211700,669,1219720.25,1224,23.268275,23.560775,0.292500
609600,1914,615929.76,2469,23.271842,23.551985,0.280143
1636440,1742,1643771.02,2297,23.272001,23.554470,0.282469
53130,961,61910.09,1556,23.274163,23.553943,0.279780
2211570,1565,2217189.28,2120,23.275984,23.549603,0.273619
1837050,1221,1844669.69,1776,23.277330,23.546423,0.269093
1714740,2075,1717530.37,2630,23.280850,23.546662,0.265812
1622910,277,1630455.11,832,23.281575,23.552769,0.271194
765450,266,773995.16,821,23.281934,23.550047,0.268113
580530,2037,587235.79,2592,23.289927,23.553077,0.263150
2352150,1903,2357229.10,2458,23.291466,23.546181,0.254715
1223010,670,1230969.53,1225,23.298376,23.550132,0.251756
1592820,727,1595289.98,1282,23.300974,23.549009,0.248035
460260,2157,464923.09,2712,23.301331,23.549421,0.248090
1054800,285,1063535.43,840,23.302450,23.546787,0.244337
1009920,1678,1012333.57,2233,23.305110,23.554180,0.249070
170100,1024,178435.12,1579,23.312498,23.546345,0.233847
2495280,2743,2499855.01,299,23.314037,23.554788,0.240751
2215800,2935,2218270.42,491,23.317824,23.547624,0.229800
1861140,413,1869733.97,968,23.328637,23.550568,0.221931
942180,2111,952469.51,2666,23.334317,23.551297,0.216980
1714530,477,1720460.24,1032,23.334577,23.546245,0.211668
669180,1458,674559.72,2013,23.335187,23.548345,0.213158
1493190,383,1500935.13,938,23.342742,23.546171,0.203429
2168250,308,2176998.64,863,23.350267,23.554847,0.204580
159750,1896,167551.11,2451,23.351449,23.546500,0.195051
2267760,173,2274095.10,728,23.351963,23.548370,0.196407
1080810,1303,1088910.43,1858,23.357231,23.546730,0.189499
1088730,328,1091079.67,883,23.360631,23.548514,0.187883
34140,2893,35275.14,449,23.362197,23.553697,0.191500
1868640,2240,1874824.47,2835,23.363119,23.551523,0.188404
1731780,2036,1742246.21,2591,23.367119,23.552308,0.185189
2399820,2010,2408223.53,2565,23.369155,23.546578,0.177423
736170,1790,746229.48,2345,23.378943,23.546971,0.168028
1540650,1891,1549130.17,2446,23.382105,23.546203,0.164098
2178450,2596,2187600.70,152,23.385227,23.552733,0.167506
1720050,1838,1727025.89,2393,23.387708,23.555681,0.167973
1011630,1866,1019165.09,2421,23.395374,23.546228,0.150854
2397660,2305,2400569.99,2860,23.399220,23.555704,0.156484
879450,2549,889900.53,105,23.403004,23.548255,0.145251
531420,2060,541295.89,2615,23.403481,23.553327,0.149846
146400,2669,147023.65,225,23.410872,23.546634,0.135762
572820,1571,575919.51,2126,23.413620,23.546351,0.132731
1206180,2307,1214395.28,2862,23.416627,23.548673,0.132046
1141650,1478,1151270.46,2033,23.421295,23.546749,0.125454
1266720,2764,1276749.90,320,23.421720,23.549817,0.128097
1346970,1244,1352239.28,1839,23.421755,23.548827,0.127072
1362150,1178,1370555.91,1733,23.425092,23.548960,0.123868
2287950,152,2296680.70,707,23.426304,23.547152,0.120848
2546940,303,2549265.24,858,23.426309,23.554263,0.127954
1832790,451,1839889.74,1006,23.426986,23.557390,0.130404
735120,2797,745570.78,353,23.430974,23.551734,0.120760
1241790,139,1243655.29,694,23.432371,23.548358,0.115987
1392240,648,1401024.82,1203,23.433457,23.560795,0.127338
1192950,520,1198528.98,1115,23.437553,23.546363,0.108810
2265240,1990,2273669.08,2545,23.438261,23.551865,0.113604
84270,2463,87570.95,19,23.440367,23.548206,0.107839
2088900,982,2094914.94,1537,23.442280,23.556944,0.114664
2109810,836,2117210.91,1391,23.442383,23.546596,0.104213
2424900,1475,2429196.20,2030,23.443263,23.549058,0.105795
1911090,824,1911434.37,1379,23.443827,23.550552,0.106725
1374270,2173,1381930.10,2728,23.451544,23.549569,0.098025
442530,1601,452794.20,2196,23.451938,23.558909,0.106971
2050380,1131,2059110.57,1686,23.457750,23.546205,0.088455
122520,2036,128417.37,2591,23.461831,23.552308,0.090477
536670,24,545963.56,579,23.463867,23.546652,0.082785
1334250,773,1337104.59,1328,23.466173,23.562072,0.095899
1820790,2934,1823514.80,490,23.466476,23.552034,0.085558
1917990,216,1925494.96,771,23.467335,23.551943,0.084608
760230,1662,762059.43,2217,23.472705,23.550113,0.077408
1105770,289,1113669.77,844,23.473146,23.546198,0.073052
1016100,1235,1019435.22,1790,23.474531,23.552652,0.078121
69420,1607,72255.22,2162,23.474994,23.549356,0.074362
1953420,1808,1962235.03,2363,23.478697,23.567611,0.088914
1318110,2965,1323229.95,521,23.479823,23.547967,0.068144
1936920,2523,1943484.59,119,23.480639,23.551925,0.071286
939510,1050,950524.00,1605,23.482605,23.548626,0.066021
782100,2389,790704.40,2944,23.483001,23.547454,0.064453
1941840,1449,1952965.09,2004,23.483177,23.548461,0.065284
918300,1478,919755.66,2033,23.485614,23.546749,0.061135
2553870,2094,2556744.29,2649,23.486521,23.549543,0.063022
2214330,746,2216920.70,1301,23.487010,23.554040,0.067030
2332350,2761,2342055.38,357,23.490710,23.547326,0.056616
1191000,2413,1192905.65,2968,23.495236,23.547388,0.052152
2520810,1805,2526330.03,2360,23.497755,23.550025,0.052270
2303430,2763,2305658.44,359,23.497762,23.551766,0.054004
26130,2709,31015.13,265,23.499624,23.547898,0.048274
1551360,2496,1559794.64,52,23.499998,23.550587,0.050589
1066890,1960,1071655.08,2555,23.503744,23.552214,0.048470
868980,2942,872369.79,498,23.504600,23.549318,0.044718
1222890,231,1223188.48,786,23.508840,23.546286,0.037446
300480,2113,310171.14,2668,23.510589,23.552480,0.041891
1840140,2479,1849455.81,35,23.512884,23.556843,0.043959
2005230,2206,2010879.92,2761,23.514892,23.548377,0.033485
2242440,2749,2252964.71,305,23.516169,23.554761,0.038592
1874760,38,1875479.00,593,23.517257,23.546162,0.028905
1482690,1376,1490966.85,1931,23.518420,23.560537,0.042117
1976520,767,1987794.49,1322,23.519194,23.548412,0.029218
1066830,201,1077445.71,796,23.519562,23.549088,0.029526
1089150,525,1100065.18,1080,23.520039,23.548732,0.028693
789270,2139,800590.53,2694,23.520480,23.551414,0.030934
2106720,2577,2107345.55,133,23.522677,23.546756,0.024079
413430,2364,417960.88,2959,23.523993,23.546775,0.022782
1148280,552,1159585.16,1107,23.525668,23.550640,0.024972
1130520,676,1135201.09,1231,23.528119,23.548889,0.020770
2539830,2272,2544909.85,2827,23.528783,23.548774,0.019991
2169990,2855,2178494.55,411,23.529618,23.549776,0.020158
1356270,1379,1367144.03,1934,23.530715,23.556919,0.026204
1125510,671,1136740.02,1226,23.531137,23.548886,0.017749
2174040,1987,2185241.08,2542,23.531294,23.547838,0.016544
844800,2591,855684.65,147,23.535679,23.546648,0.010969
1067130,2958,1078365.30,514,23.535711,23.548091,0.012380
2196840,1228,2203250.64,1783,23.539384,23.547784,0.008400
773790,2487,785010.30,43,23.543066,23.555650,0.012584
2373690,553,2384279.80,1108,23.545136,23.559893,0.014757
2121840,752,2125902.61,1307,23.546179,23.548518,0.002339
119100,1660,123390.46,2215,23.546631,23.547740,0.001109
641730,610,649412.78,1165,23.547340,23.547622,0.000282
1341990,599,1350408.58,1154,23.549066,23.550266,0.001200
1980510,1179,1991864.64,1734,23.552211,23.561238,0.009027
155820,1882,156360.76,2120,25.640568,999.000000,973.359432
1696260,923,1697883.94,1161,26.214428,999.000000,972.785572
478920,2825,479230.44,64,26.527865,999.000000,972.472135
1598280,2007,1599574.93,2245,27.154279,999.000000,971.845721
1222680,231,1223188.48,469,27.207447,999.000000,971.792553
2255340,1138,2255386.49,1376,27.232268,999.000000,971.767732
431160,1519,433903.59,1757,27.525045,999.000000,971.474955
542190,24,545963.56,262,27.619206,999.000000,971.380794
500130,2357,501215.83,2595,27.627041,999.000000,971.372959
2192250,99,2193711.58,337,27.684922,999.000000,971.315078
647250,610,649412.78,848,27.717112,999.000000,971.282888
2344380,1356,2347219.15,1594,27.757065,999.000000,971.242935
1258290,1062,1259546.33,1300,27.767949,999.000000,971.232051
936720,1148,939894.05,1386,27.783477,999.000000,971.216523
220410,1471,223054.18,1709,27.785699,999.000000,971.214301
2073810,846,2074854.72,1084,27.799652,999.000000,971.200348
2526150,2486,2526280.86,2724,27.908851,999.000000,971.091149
2122830,2703,2123559.11,2941,27.997017,999.000000,971.002983
2213580,110,2216840.61,348,28.004317,999.000000,970.995683
2375340,620,2377744.29,858,28.139685,999.000000,970.860315
2115330,836,2117210.91,1074,28.175784,999.000000,970.824216
1947780,1606,1950654.40,1844,28.183397,999.000000,970.816603
511050,1441,511814.07,1719,28.196218,999.000000,970.803782
949710,1977,952505.05,2215,28.207312,999.000000,970.792688
146190,2669,147023.65,2907,28.213161,999.000000,970.786839
1723950,2689,1724125.36,2927,28.221292,999.000000,970.778708
644970,426,648059.98,664,28.242551,999.000000,970.757449
803550,1638,806089.36,1876,28.281567,999.000000,970.718433
1703730,431,1703964.94,669,28.336308,999.000000,970.663692
313380,422,315270.29,660,28.356008,999.000000,970.643992
125520,814,126828.96,1052,28.358671,999.000000,970.641329
2252580,1957,2255301.48,2195,28.372921,999.000000,970.627079
1379790,2173,1381930.10,2411,28.389616,999.000000,970.610384
501960,2984,505573.25,223,28.420908,999.000000,970.579092
307470,1263,310639.07,1501,28.424629,999.000000,970.575371
2206140,2961,2208873.54,200,28.443043,999.000000,970.556957
2148570,364,2149194.90,602,28.460968,999.000000,970.539032
1214610,1327,1217197.14,1565,28.543097,999.000000,970.456903
2275140,200,2277700.18,478,28.547746,999.000000,970.452254
749010,1379,751766.14,1617,28.575000,999.000000,970.425000
1695360,1849,1698343.66,2087,28.626872,999.000000,970.373128
1820580,15,1821003.85,253,28.651505,999.000000,970.348495
1191150,891,1193255.70,1129,28.672508,999.000000,970.327492
2352150,542,2352175.08,780,28.675031,999.000000,970.324969
2076960,864,2079625.67,1102,28.695488,999.000000,970.304512
2076960,864,2085374.28,1102,28.695488,999.000000,970.304512
1156920,1170,1157401.01,1408,28.700554,999.000000,970.299446
2149980,794,2155465.10,1032,28.714791,999.000000,970.285209
1211700,2307,1214395.28,2545,28.730180,999.000000,970.269820
1862640,681,1866827.96,959,28.730982,999.000000,970.269018
539100,1845,539596.99,2083,28.733845,999.000000,970.266155
594600,2817,597886.41,56,28.737833,999.000000,970.262167
830730,2008,834395.85,2246,28.739981,999.000000,970.260019
1154760,1345,1156458.14,1583,28.743232,999.000000,970.256768
2142870,2723,2143309.67,2961,28.746023,999.000000,970.253977
2091420,883,2093020.66,1121,28.751648,999.000000,970.248352
925890,64,928579.51,302,28.756584,999.000000,970.243416
2465880,2467,2468294.25,2705,28.757587,999.000000,970.242413
473190,2825,479230.44,64,28.793149,999.000000,970.206851
2110800,2747,2113344.44,2985,28.816761,999.000000,970.183239
2225850,984,2228536.49,1222,28.827498,999.000000,970.172502
1048140,450,1050784.93,688,28.858120,999.000000,970.141880
2352090,1782,2352931.28,2020,28.861488,999.000000,970.138512
262620,2016,268040.91,2254,28.862947,999.000000,970.137053
1647780,2741,1648144.67,2979,28.869165,999.000000,970.130835
664230,1851,668635.06,2089,28.904700,999.000000,970.095300
2010300,2609,2013030.74,2847,28.909481,999.000000,970.090519
1270860,1734,1271993.92,1972,28.919954,999.000000,970.080046
2016390,1007,2019299.06,1245,28.938514,999.000000,970.061486
1358010,2565,1360575.37,2803,28.942423,999.000000,970.057577
2425920,2826,2428713.87,65,28.961319,999.000000,970.038681
2147220,1613,2150379.69,1851,28.970012,999.000000,970.029988
2249610,1138,2255386.49,1376,28.973895,999.000000,970.026105
1281270,2621,1284165.14,2859,28.989243,999.000000,970.010757
1738740,1826,1741025.93,2064,28.996200,999.000000,970.003800
2050830,2326,2053569.42,2564,28.997632,999.000000,970.002368
171630,652,171986.26,890,29.004501,999.000000,969.995499
935940,2553,937448.96,2791,29.040792,999.000000,969.959208
960000,2305,961530.95,2543,29.046625,999.000000,969.953375
1242090,1575,1243470.61,1813,29.050016,999.000000,969.949984
1920060,480,1922308.98,758,29.066822,999.000000,969.933178
834570,2581,837493.62,2819,29.073198,999.000000,969.926802
712200,1796,712315.39,2034,29.074345,999.000000,969.925655
1910880,824,1911434.37,1062,29.097124,999.000000,969.902876
1673760,1400,1674264.36,1678,29.101578,999.000000,969.898422
533370,1845,539596.99,2083,29.124660,999.000000,969.875340
706470,1796,712315.39,2034,29.139516,999.000000,969.860484
2142240,1008,2143710.10,1246,29.142681,999.000000,969.857319
353790,2699,357125.73,2937,29.145911,999.000000,969.854089
441990,2563,442050.69,2801,29.175206,999.000000,969.824794
2020620,2337,2026151.01,2575,29.177054,999.000000,969.822946
2086980,874,2091065.36,1112,29.184641,999.000000,969.815359
1155600,1779,1158586.07,2017,29.185011,999.000000,969.814989
1692930,1746,1693020.67,1984,29.204117,999.000000,969.795883
2010750,2206,2010879.92,2444,29.205315,999.000000,969.794685
1807080,829,1807110.21,1067,29.229348,999.000000,969.770652
1629840,747,1632635.31,985,29.230544,999.000000,969.769456
1352790,882,1356611.98,1120,29.249839,999.000000,969.750161
2422770,2688,2423466.33,2926,29.273949,999.000000,969.726051
534150,520,536290.92,798,29.312337,999.000000,969.687663
2503710,1803,2507656.84,2041,29.316734,999.000000,969.683266
318510,986,321760.00,1224,29.319054,999.000000,969.680946
1626450,2770,1629570.69,9,29.338019,999.000000,969.661981
642360,1124,644343.92,1362,29.359842,999.000000,969.640158
139350,2077,141080.21,2315,29.382483,999.000000,969.617517
1232130,245,1235440.08,483,29.383364,999.000000,969.616636
1248300,332,1250474.67,570,29.383895,999.000000,969.616105
1201350,140,1204925.90,378,29.386216,999.000000,969.613784
567330,1288,572669.78,1526,29.393043,999.000000,969.606957
897600,1861,899884.62,2099,29.395113,999.000000,969.604887
2209740,2576,2212444.95,2814,29.416205,999.000000,969.583795
1246740,103,1249704.75,341,29.420412,999.000000,969.579588
2346270,743,2348924.26,981,29.423145,999.000000,969.576855
572400,2972,573349.63,211,29.434346,999.000000,969.565654
1046670,1340,1050103.69,1578,29.436707,999.000000,969.563293
1697850,632,1702141.47,870,29.441734,999.000000,969.558266
460050,2157,464923.09,2395,29.443990,999.000000,969.556010
1348260,2913,1350920.24,152,29.447752,999.000000,969.552248
2273520,1171,2278282.85,1409,29.452219,999.000000,969.547781
381270,2867,384641.83,106,29.452724,999.000000,969.547276
2525430,2571,2528466.11,2809,29.454397,999.000000,969.545603
1870770,1344,1871160.31,1582,29.456154,999.000000,969.543846
2014110,863,2016248.73,1101,29.460858,999.000000,969.539142
1927380,69,1930509.75,307,29.467893,999.000000,969.532107
945030,1050,950524.00,1288,29.468569,999.000000,969.531431
2243220,63,2243930.51,301,29.473944,999.000000,969.526056
2500350,187,2501738.48,425,29.482585,999.000000,969.517415
1446990,1104,1452459.71,1342,29.483341,999.000000,969.516659
1439670,1435,1440936.59,1673,29.491209,999.000000,969.508791
2258250,118,2260645.66,356,29.495814,999.000000,969.504186
1057650,2303,1059318.98,2541,29.499965,999.000000,969.500035
831000,2406,837460.40,2644,29.500303,999.000000,969.499697
2188260,2646,2190448.76,2884,29.502664,999.000000,969.497336
2555160,644,2555640.04,882,29.525901,999.000000,969.474099
342480,2658,345182.14,2896,29.537309,999.000000,969.462691
80850,806,86120.14,1044,29.543484,999.000000,969.456516
494400,2437,494814.99,2675,29.560349,999.000000,969.439651
881130,1936,884934.47,2174,29.565077,999.000000,969.434923
1241070,1862,1244205.77,2100,29.569686,999.000000,969.430314
1916760,703,1919489.92,941,29.578944,999.000000,969.421056
1080030,1347,1083271.33,1585,29.580069,999.000000,969.419931
2099520,2186,2101526.25,2424,29.580080,999.000000,969.419920
1874160,2240,1874824.47,2518,29.584094,999.000000,969.415906
1707330,46,1711949.92,284,29.591221,999.000000,969.408779
2425200,2911,2427484.52,150,29.594704,999.000000,969.405296
2092830,1353,2094836.07,1591,29.603276,999.000000,969.396724
1948530,881,1953829.81,1159,29.604293,999.000000,969.395707
1710360,2544,1711574.57,2782,29.604555,999.000000,969.395445
1209960,2759,1212737.13,2997,29.610286,999.000000,969.389714
1367670,1178,1370555.91,1416,29.611772,999.000000,969.388228
573000,2448,574510.99,2686,29.617313,999.000000,969.382687
2534400,669,2538793.35,907,29.623248,999.000000,969.376752
1082370,251,1083900.10,489,29.625116,999.000000,969.374884
836730,2406,837460.40,2644,29.627909,999.000000,969.372091
2237250,2104,2239911.63,2342,29.630030,999.000000,969.369970
1546170,1891,1549130.17,2129,29.631310,999.000000,969.368690
385200,1520,390709.17,1798,29.641749,999.000000,969.358251
699480,1285,699894.69,1523,29.643211,999.000000,969.356789
128040,2036,128417.37,2274,29.648245,999.000000,969.351755
32520,2463,34720.29,2701,29.654560,999.000000,969.345440
1665990,2254,1666519.54,2492,29.661614,999.000000,969.338386
2247060,636,2249340.17,874,29.664428,999.000000,969.335572
1048950,1524,1050719.59,1762,29.667229,999.000000,969.332771
2041110,2074,2043914.39,2312,29.667468,999.000000,969.332532
2346450,22,2348234.62,260,29.669958,999.000000,969.330042
2316990,2347,2319726.03,2585,29.679892,999.000000,969.320108
1673460,1722,1676718.68,1960,29.681198,999.000000,969.318802
1026810,519,1030751.17,757,29.691918,999.000000,969.308082
320880,2329,324450.34,2567,29.694574,999.000000,969.305426
2555130,1324,2559705.26,1562,29.695819,999.000000,969.304181
947700,2111,952469.51,2349,29.698474,999.000000,969.301526
1812180,2033,1813305.09,2271,29.698629,999.000000,969.301371
1515900,223,1518480.54,461,29.701355,999.000000,969.298645
1388190,235,1392240.56,473,29.705392,999.000000,969.294608
1159530,552,1159585.16,790,29.706092,999.000000,969.293908
1005630,187,1008715.58,425,29.717499,999.000000,969.282501
536940,2060,541295.89,2298,29.720227,999.000000,969.279773
1228200,1592,1228604.99,1830,29.722667,999.000000,969.277333
515130,53,517984.34,291,29.731652,999.000000,969.268348
1294770,1687,1295045.11,1925,29.736850,999.000000,969.263150
2430900,392,2435904.55,630,29.738897,999.000000,969.261103
91140,1094,91329.27,1332,29.744015,999.000000,969.255985
2078190,2055,2080709.84,2293,29.749700,999.000000,969.250300
1014060,608,1017360.29,846,29.750908,999.000000,969.249092
670050,2890,672904.97,129,29.760503,999.000000,969.239497
683670,2595,685887.18,2833,29.769444,999.000000,969.230556
1581360,2605,1583368.77,2843,29.772049,999.000000,969.227951
1774050,2899,1776714.70,138,29.775101,999.000000,969.224899
1260960,2043,1262438.43,2281,29.777570,999.000000,969.222430
1270260,2218,1275120.67,2456,29.779397,999.000000,969.220603
859470,2847,862095.97,86,29.781472,999.000000,969.218528
800100,1822,801324.41,2060,29.792107,999.000000,969.207893
693750,1285,699894.69,1523,29.794512,999.000000,969.205488
1153800,552,1159585.16,790,29.796179,999.000000,969.203821
788880,2940,792473.53,179,29.796766,999.000000,969.203234
675900,290,680795.84,528,29.801680,999.000000,969.198320
2170950,2407,2171080.53,2645,29.810965,999.000000,969.189035
557100,2679,558501.26,2917,29.820277,999.000000,969.179723
1881240,951,1881443.93,1189,29.824905,999.000000,969.175095
1866660,413,1869733.97,651,29.829088,999.000000,969.170912
2142840,364,2149194.90,602,29.844057,999.000000,969.155943
73080,1660,77884.97,1898,29.848729,999.000000,969.151271
1568430,456,1572437.94,694,29.852718,999.000000,969.147282
824580,1891,824675.83,2129,29.864397,999.000000,969.135603
2175510,2855,2178494.55,94,29.864426,999.000000,969.135574
279180,101,281540.00,339,29.882207,999.000000,969.117793
2211780,1842,2218778.76,2080,29.882941,999.000000,969.117059
848910,2121,854319.26,2399,29.883679,999.000000,969.116321
947520,2872,950199.66,111,29.901981,999.000000,969.098019
965220,1069,968409.92,1307,29.902308,999.000000,969.097692
1040760,2061,1043000.97,2299,29.909201,999.000000,969.090799
150780,2517,152024.45,2755,29.915688,999.000000,969.084312
1488210,1376,1490966.85,1614,29.921078,999.000000,969.078922
2178660,2793,2182114.82,32,29.921725,999.000000,969.078275
1811640,1357,1813325.04,1595,29.932631,999.000000,969.067369
542400,1702,545495.33,1940,29.942508,999.000000,969.057492
1238220,1642,1244244.11,1880,29.951484,999.000000,969.048516
647670,887,649794.33,1125,29.959753,999.000000,969.040247
1577040,116,1578269.84,354,29.966102,999.000000,969.033898
2085690,883,2093020.66,1121,29.970960,999.000000,969.029040
